load_1_0,load_2_1,load_3_2,load_4_3,load_5_4,load_8_5,load_9_6,load_10_7,load_11_8,load_12_9,load_13_10 
23.6,105.8,51.1,8.4,12.6,32.6,10.6,4.1,7.2,15.3,16.8
23.6,105.9,51.1,8.4,12.6,32.7,10.6,4.1,7.2,15.4,16.8
23.7,106.0,51.2,8.5,12.6,32.7,10.6,4.1,7.2,15.4,16.8
23.7,106.0,51.3,8.5,12.6,32.7,10.7,4.1,7.2,15.4,16.9
23.8,106.1,51.4,8.5,12.7,32.8,10.7,4.1,7.2,15.4,16.9
23.8,106.1,51.4,8.5,12.7,32.8,10.7,4.1,7.2,15.4,16.9
23.8,106.1,51.5,8.5,12.7,32.9,10.7,4.2,7.2,15.4,16.9
23.9,106.0,51.5,8.5,12.7,32.9,10.7,4.2,7.2,15.4,16.9
23.9,105.9,51.5,8.5,12.7,32.9,10.7,4.2,7.2,15.4,16.9
23.9,105.9,51.6,8.5,12.7,32.9,10.7,4.2,7.2,15.4,16.9
23.9,105.8,51.6,8.5,12.7,32.9,10.7,4.2,7.2,15.4,16.8
23.9,105.7,51.6,8.5,12.7,32.9,10.7,4.2,7.1,15.4,16.8
23.9,105.6,51.6,8.5,12.7,32.9,10.7,4.2,7.1,15.4,16.8
23.9,105.5,51.7,8.5,12.7,32.9,10.7,4.2,7.1,15.4,16.8
24.0,105.5,51.7,8.5,12.7,32.9,10.7,4.2,7.1,15.4,16.8
24.0,105.4,51.7,8.5,12.7,32.9,10.7,4.2,7.1,15.4,16.8
24.0,105.3,51.8,8.5,12.7,32.9,10.7,4.2,7.1,15.4,16.8
24.0,105.2,51.8,8.5,12.7,32.9,10.7,4.2,7.1,15.4,16.8
24.0,105.1,51.8,8.5,12.6,32.9,10.7,4.2,7.1,15.4,16.8
24.0,105.1,51.8,8.5,12.6,32.9,10.8,4.2,7.0,15.4,16.7
24.0,105.0,51.8,8.5,12.6,32.9,10.8,4.2,7.0,15.4,16.7
24.1,104.9,51.8,8.5,12.6,32.9,10.8,4.2,7.0,15.4,16.7
24.1,104.8,51.8,8.5,12.6,32.9,10.8,4.2,7.0,15.4,16.7
24.1,104.7,51.9,8.5,12.6,32.9,10.8,4.2,7.0,15.4,16.7
24.1,104.6,51.9,8.5,12.6,33.0,10.8,4.2,7.0,15.5,16.7
24.1,104.5,51.9,8.5,12.6,33.0,10.8,4.2,7.0,15.5,16.6
24.2,104.5,51.9,8.5,12.6,33.0,10.8,4.2,7.0,15.5,16.6
24.2,104.4,52.0,8.5,12.6,33.0,10.8,4.2,7.0,15.5,16.6
24.2,104.4,52.0,8.5,12.6,33.1,10.8,4.2,7.0,15.5,16.6
24.3,104.4,52.1,8.5,12.6,33.1,10.8,4.2,7.0,15.5,16.6
24.3,104.4,52.2,8.5,12.6,33.1,10.9,4.2,7.0,15.6,16.6
24.3,104.4,52.3,8.5,12.6,33.2,10.9,4.2,7.0,15.6,16.6
24.4,104.4,52.4,8.5,12.6,33.2,10.9,4.2,7.0,15.6,16.6
24.4,104.4,52.4,8.5,12.6,33.3,10.9,4.2,7.0,15.7,16.6
24.4,104.3,52.5,8.5,12.6,33.3,10.9,4.2,7.0,15.7,16.6
24.4,104.2,52.4,8.5,12.6,33.2,10.9,4.2,7.0,15.7,16.6
24.4,103.9,52.4,8.5,12.6,33.2,10.9,4.2,7.0,15.6,16.6
24.3,103.7,52.2,8.5,12.6,33.1,10.9,4.2,7.0,15.6,16.5
24.3,103.4,52.1,8.5,12.5,33.0,10.8,4.2,7.0,15.5,16.5
24.3,103.1,51.9,8.5,12.5,32.9,10.8,4.2,6.9,15.5,16.4
24.2,102.9,51.8,8.4,12.4,32.8,10.8,4.2,6.9,15.4,16.4
24.2,102.7,51.8,8.4,12.4,32.8,10.8,4.2,6.9,15.4,16.4
24.2,102.6,51.8,8.4,12.4,32.8,10.7,4.2,6.9,15.4,16.4
24.3,102.6,51.8,8.4,12.4,32.8,10.7,4.2,6.9,15.4,16.4
24.3,102.6,51.9,8.4,12.4,32.8,10.7,4.2,6.9,15.4,16.4
24.3,102.6,51.9,8.4,12.4,32.8,10.7,4.2,6.9,15.5,16.4
24.3,102.6,52.0,8.4,12.4,32.8,10.8,4.2,6.9,15.5,16.3
24.3,102.6,52.0,8.4,12.4,32.8,10.7,4.2,6.9,15.5,16.3
24.3,102.4,51.9,8.4,12.4,32.7,10.7,4.2,6.9,15.4,16.3
24.3,102.2,51.8,8.4,12.3,32.7,10.7,4.2,6.9,15.4,16.3
24.2,101.9,51.6,8.4,12.3,32.5,10.7,4.2,6.9,15.4,16.2
24.1,101.6,51.5,8.4,12.3,32.4,10.7,4.1,6.8,15.3,16.1
24.1,101.3,51.3,8.3,12.2,32.3,10.6,4.1,6.8,15.2,16.1
24.0,101.0,51.2,8.3,12.2,32.2,10.6,4.1,6.8,15.2,16.0
24.0,100.7,51.0,8.3,12.1,32.1,10.6,4.1,6.8,15.1,16.0
24.0,100.4,50.9,8.3,12.1,32.1,10.6,4.1,6.8,15.1,16.0
23.9,100.2,50.9,8.2,12.1,32.0,10.6,4.1,6.7,15.0,15.9
23.9,100.0,50.8,8.2,12.0,32.0,10.5,4.1,6.7,15.0,15.9
23.9,99.8,50.8,8.2,12.0,31.9,10.5,4.1,6.7,15.0,15.9
23.9,99.6,50.7,8.2,12.0,31.9,10.5,4.1,6.7,15.0,15.8
23.9,99.5,50.7,8.2,12.0,31.9,10.5,4.1,6.7,15.0,15.8
23.9,99.3,50.6,8.2,12.0,31.9,10.5,4.1,6.7,14.9,15.8
23.9,99.2,50.6,8.2,11.9,31.8,10.5,4.1,6.7,14.9,15.8
23.9,99.0,50.5,8.2,11.9,31.8,10.5,4.1,6.7,14.9,15.7
23.8,98.8,50.4,8.2,11.9,31.7,10.4,4.1,6.7,14.9,15.7
23.8,98.5,50.3,8.2,11.8,31.6,10.4,4.0,6.6,14.9,15.6
23.7,98.2,50.1,8.1,11.8,31.5,10.4,4.0,6.6,14.8,15.6
23.6,97.9,49.9,8.1,11.7,31.3,10.3,4.0,6.6,14.7,15.5
23.5,97.6,49.7,8.1,11.7,31.2,10.3,4.0,6.5,14.7,15.5
23.4,97.3,49.5,8.0,11.6,31.0,10.3,4.0,6.5,14.6,15.4
23.3,97.0,49.3,8.0,11.5,30.9,10.2,4.0,6.5,14.5,15.3
23.3,96.7,49.2,8.0,11.5,30.8,10.2,4.0,6.5,14.5,15.3
23.2,96.5,49.0,7.9,11.4,30.7,10.1,3.9,6.4,14.4,15.2
23.2,96.4,48.9,7.9,11.4,30.6,10.1,3.9,6.4,14.4,15.2
23.2,96.3,48.8,7.9,11.3,30.6,10.1,3.9,6.4,14.3,15.2
23.1,96.2,48.8,7.9,11.3,30.5,10.1,3.9,6.4,14.3,15.2
23.1,96.1,48.7,7.9,11.3,30.5,10.1,3.9,6.4,14.3,15.1
23.1,96.0,48.6,7.9,11.2,30.5,10.0,3.9,6.4,14.3,15.1
23.1,95.9,48.6,7.8,11.2,30.4,10.0,3.9,6.4,14.2,15.1
23.0,95.9,48.5,7.8,11.1,30.4,10.0,3.9,6.3,14.2,15.1
23.0,95.8,48.4,7.8,11.1,30.3,10.0,3.9,6.3,14.2,15.1
23.0,95.7,48.3,7.8,11.1,30.3,10.0,3.9,6.3,14.2,15.0
23.0,95.6,48.2,7.8,11.1,30.2,10.0,3.9,6.3,14.1,15.0
22.9,95.6,48.1,7.8,11.0,30.1,9.9,3.9,6.3,14.1,15.0
22.9,95.6,48.0,7.8,11.0,30.1,9.9,3.9,6.3,14.1,15.0
22.9,95.6,48.0,7.7,11.0,30.0,9.9,3.9,6.2,14.0,15.0
22.9,95.6,47.9,7.7,11.0,30.0,9.9,3.9,6.2,14.0,15.0
22.9,95.7,47.8,7.7,11.0,29.9,9.8,3.9,6.2,14.0,15.0
22.9,95.7,47.8,7.7,10.9,29.9,9.8,3.9,6.2,14.0,15.0
22.9,95.8,47.8,7.7,10.9,29.8,9.8,3.9,6.2,13.9,14.9
22.9,95.9,47.7,7.7,10.9,29.8,9.8,3.9,6.2,13.9,14.9
22.9,96.0,47.7,7.7,10.9,29.7,9.8,3.9,6.2,13.9,14.9
22.9,96.0,47.6,7.7,10.9,29.7,9.8,3.8,6.2,13.8,14.9
22.9,96.2,47.6,7.7,10.9,29.6,9.8,3.8,6.2,13.8,14.9
22.9,96.3,47.6,7.7,10.9,29.6,9.8,3.8,6.2,13.8,14.9
22.9,96.5,47.6,7.7,10.9,29.6,9.8,3.8,6.2,13.8,15.0
23.0,96.7,47.5,7.7,10.9,29.6,9.8,3.8,6.2,13.8,15.0
23.0,96.9,47.5,7.7,10.9,29.6,9.8,3.8,6.2,13.8,15.0
23.1,97.3,47.6,7.7,10.9,29.6,9.8,3.8,6.2,13.8,15.0
23.2,97.7,47.6,7.7,10.9,29.6,9.8,3.8,6.2,13.8,15.0
23.3,98.1,47.7,7.7,10.9,29.6,9.8,3.8,6.2,13.8,15.1
23.4,98.7,47.8,7.7,10.9,29.7,9.8,3.8,6.2,13.8,15.1
23.6,99.4,48.0,7.8,10.9,29.7,9.8,3.9,6.2,13.9,15.2
23.7,100.2,48.3,7.8,10.9,29.8,9.8,3.9,6.2,13.9,15.3
23.8,101.1,48.5,7.8,11.0,29.9,9.8,3.9,6.2,13.9,15.4
23.9,101.9,48.8,7.9,11.0,30.0,9.9,3.9,6.2,13.9,15.5
24.1,102.7,49.2,7.9,11.1,30.1,9.9,3.9,6.3,14.0,15.6
24.2,103.5,49.5,8.0,11.1,30.2,9.9,3.9,6.3,14.0,15.7
24.2,104.2,49.8,8.0,11.2,30.4,9.9,3.9,6.3,14.0,15.8
24.3,104.9,50.2,8.1,11.3,30.5,10.0,3.9,6.3,14.1,15.9
24.4,105.4,50.5,8.2,11.4,30.7,10.0,3.9,6.4,14.2,16.0
24.4,106.0,50.9,8.2,11.5,31.0,10.1,4.0,6.4,14.2,16.1
24.5,106.5,51.2,8.3,11.6,31.2,10.2,4.0,6.5,14.3,16.2
24.5,107.1,51.5,8.4,11.7,31.5,10.2,4.0,6.5,14.4,16.3
24.6,107.6,51.9,8.4,11.8,31.8,10.4,4.1,6.6,14.5,16.4
24.6,108.2,52.2,8.5,12.0,32.1,10.5,4.1,6.6,14.7,16.5
24.7,108.7,52.5,8.5,12.1,32.5,10.6,4.2,6.7,14.8,16.5
24.7,109.1,52.7,8.6,12.2,32.8,10.7,4.2,6.8,14.9,16.6
24.8,109.5,52.9,8.6,12.3,33.0,10.8,4.2,6.9,15.1,16.7
24.8,109.8,53.0,8.7,12.3,33.3,10.9,4.3,7.0,15.2,16.7
24.8,109.9,53.0,8.7,12.4,33.4,11.0,4.3,7.0,15.4,16.7
24.8,109.9,53.0,8.7,12.4,33.5,11.0,4.3,7.1,15.5,16.7
24.7,109.9,52.9,8.6,12.4,33.5,11.0,4.3,7.1,15.6,16.7
24.6,109.7,52.8,8.6,12.4,33.5,11.0,4.4,7.2,15.7,16.7
24.6,109.5,52.6,8.6,12.4,33.4,11.0,4.4,7.2,15.8,16.6
24.5,109.2,52.4,8.6,12.4,33.3,11.0,4.4,7.3,15.8,16.6
24.4,108.9,52.2,8.5,12.3,33.2,11.0,4.3,7.3,15.9,16.5
24.2,108.6,52.0,8.5,12.3,33.1,10.9,4.3,7.3,15.9,16.5
24.1,108.3,51.7,8.5,12.2,33.0,10.9,4.3,7.2,15.9,16.4
24.0,108.0,51.5,8.4,12.2,32.8,10.9,4.3,7.2,15.9,16.4
23.9,107.6,51.3,8.4,12.2,32.7,10.8,4.3,7.2,15.9,16.3
23.8,107.3,51.0,8.4,12.1,32.6,10.8,4.3,7.2,15.9,16.3
23.7,107.0,50.8,8.3,12.1,32.4,10.7,4.2,7.1,15.8,16.2
23.5,106.7,50.5,8.3,12.0,32.3,10.7,4.2,7.1,15.7,16.2
23.4,106.4,50.2,8.3,11.9,32.1,10.7,4.2,7.0,15.7,16.1
23.3,106.1,49.9,8.2,11.9,32.0,10.6,4.2,7.0,15.6,16.1
23.2,105.8,49.7,8.2,11.8,31.8,10.6,4.1,6.9,15.5,16.0
23.1,105.4,49.4,8.1,11.8,31.7,10.5,4.1,6.9,15.4,16.0
23.0,105.0,49.1,8.1,11.7,31.5,10.4,4.1,6.8,15.3,15.9
22.8,104.6,48.8,8.0,11.7,31.3,10.4,4.1,6.8,15.2,15.8
22.7,104.2,48.5,8.0,11.6,31.1,10.3,4.0,6.7,15.0,15.8
22.6,103.8,48.2,7.9,11.5,31.0,10.3,4.0,6.7,15.0,15.7
22.4,103.5,47.9,7.9,11.5,30.8,10.2,4.0,6.7,14.9,15.7
22.3,103.1,47.7,7.9,11.4,30.7,10.2,4.0,6.6,14.8,15.6
22.2,102.8,47.5,7.8,11.4,30.5,10.1,3.9,6.6,14.7,15.6
22.1,102.5,47.3,7.8,11.3,30.4,10.1,3.9,6.6,14.7,15.5
22.0,102.2,47.2,7.8,11.3,30.3,10.0,3.9,6.6,14.6,15.5
21.9,101.9,47.0,7.7,11.3,30.2,10.0,3.9,6.5,14.6,15.4
21.8,101.7,46.9,7.7,11.2,30.1,10.0,3.9,6.5,14.5,15.4
21.6,101.4,46.7,7.7,11.2,30.0,9.9,3.9,6.5,14.5,15.4
21.5,101.1,46.5,7.6,11.2,29.8,9.9,3.8,6.5,14.4,15.3
21.4,100.8,46.3,7.6,11.1,29.7,9.9,3.8,6.4,14.4,15.3
21.3,100.6,46.1,7.6,11.1,29.6,9.8,3.8,6.4,14.3,15.2
21.2,100.3,45.9,7.5,11.1,29.5,9.8,3.8,6.4,14.3,15.2
21.2,100.1,45.7,7.5,11.0,29.4,9.7,3.8,6.3,14.2,15.2
21.1,99.9,45.6,7.5,11.0,29.3,9.7,3.8,6.3,14.2,15.1
21.0,99.8,45.5,7.5,11.0,29.2,9.7,3.7,6.3,14.1,15.1
21.0,99.8,45.4,7.5,11.0,29.2,9.6,3.7,6.3,14.1,15.1
21.0,99.8,45.4,7.5,11.0,29.2,9.6,3.7,6.3,14.1,15.1
21.0,100.0,45.4,7.5,11.0,29.2,9.6,3.7,6.3,14.1,15.1
21.0,100.3,45.5,7.5,11.1,29.3,9.7,3.8,6.3,14.2,15.2
21.1,100.8,45.7,7.5,11.1,29.4,9.7,3.8,6.3,14.3,15.3
21.2,101.4,46.0,7.6,11.2,29.7,9.8,3.8,6.4,14.4,15.4
21.3,102.1,46.3,7.6,11.3,29.9,9.8,3.8,6.4,14.5,15.5
21.5,102.9,46.7,7.7,11.4,30.2,9.9,3.9,6.5,14.7,15.6
21.6,103.6,47.1,7.8,11.5,30.4,10.0,3.9,6.6,14.9,15.7
21.7,104.2,47.4,7.8,11.6,30.7,10.1,3.9,6.6,15.0,15.8
21.8,104.7,47.6,7.8,11.7,30.8,10.1,3.9,6.6,15.1,15.9
21.8,104.8,47.7,7.9,11.7,30.9,10.1,3.9,6.6,15.1,15.9
21.8,104.8,47.7,7.8,11.7,30.9,10.1,3.9,6.6,15.1,15.9
21.7,104.7,47.6,7.8,11.7,30.9,10.1,3.9,6.6,15.0,15.9
21.6,104.5,47.6,7.8,11.7,30.8,10.1,3.9,6.6,15.0,15.8
21.6,104.3,47.5,7.8,11.7,30.7,10.1,3.9,6.6,14.9,15.8
21.5,104.2,47.4,7.8,11.6,30.7,10.1,3.9,6.6,14.9,15.8
21.5,104.1,47.4,7.8,11.6,30.7,10.0,3.9,6.6,14.9,15.8
21.5,104.2,47.4,7.8,11.7,30.7,10.0,3.9,6.6,14.9,15.8
21.5,104.4,47.4,7.8,11.7,30.7,10.1,3.9,6.6,14.9,15.8
21.5,104.5,47.4,7.8,11.7,30.7,10.1,3.9,6.6,15.0,15.9
21.5,104.6,47.4,7.8,11.7,30.7,10.1,3.9,6.6,15.0,15.9
21.5,104.7,47.4,7.8,11.7,30.7,10.1,3.9,6.6,15.0,15.9
21.5,104.7,47.3,7.8,11.7,30.6,10.1,3.9,6.6,15.0,15.9
21.4,104.6,47.2,7.7,11.7,30.6,10.0,3.9,6.5,14.9,15.9
21.3,104.3,47.0,7.7,11.6,30.5,10.0,3.8,6.5,14.9,15.8
21.2,104.0,46.7,7.7,11.6,30.3,9.9,3.8,6.5,14.8,15.8
21.1,103.6,46.5,7.6,11.5,30.1,9.9,3.8,6.4,14.7,15.7
21.0,103.2,46.2,7.6,11.4,29.9,9.8,3.8,6.4,14.5,15.6
20.8,102.6,45.8,7.5,11.4,29.7,9.7,3.7,6.3,14.4,15.6
20.7,102.0,45.5,7.5,11.3,29.5,9.7,3.7,6.3,14.3,15.5
20.5,101.5,45.1,7.4,11.2,29.3,9.6,3.7,6.2,14.2,15.4
20.4,101.0,44.8,7.4,11.1,29.0,9.5,3.7,6.2,14.1,15.3
20.2,100.5,44.6,7.3,11.0,28.8,9.5,3.6,6.1,14.0,15.2
20.2,100.3,44.3,7.3,11.0,28.7,9.4,3.6,6.1,13.9,15.2
20.1,100.2,44.2,7.3,11.0,28.6,9.4,3.6,6.1,13.9,15.2
20.1,100.3,44.1,7.3,11.0,28.6,9.4,3.6,6.0,13.8,15.2
20.1,100.5,44.1,7.3,11.0,28.5,9.4,3.6,6.0,13.8,15.3
20.1,100.7,44.1,7.3,11.0,28.5,9.4,3.6,6.0,13.8,15.3
20.1,100.9,44.1,7.3,11.0,28.5,9.4,3.6,6.0,13.8,15.3
20.1,101.1,44.1,7.3,11.0,28.5,9.4,3.6,6.0,13.8,15.4
20.1,101.2,44.0,7.3,11.0,28.5,9.4,3.6,6.0,13.8,15.4
20.1,101.2,44.0,7.2,11.0,28.4,9.4,3.6,6.0,13.8,15.4
20.1,101.2,43.9,7.2,10.9,28.4,9.4,3.6,6.0,13.8,15.4
20.0,101.1,43.8,7.2,10.9,28.3,9.3,3.6,6.0,13.8,15.4
20.0,101.1,43.8,7.2,10.9,28.3,9.3,3.6,6.0,13.8,15.3
20.0,101.0,43.7,7.2,10.9,28.2,9.3,3.6,6.0,13.8,15.3
20.0,101.0,43.7,7.2,10.9,28.2,9.3,3.6,6.0,13.8,15.3
20.0,100.9,43.7,7.2,10.9,28.2,9.3,3.5,6.0,13.8,15.4
20.0,100.9,43.7,7.2,10.9,28.2,9.3,3.5,6.0,13.8,15.4
20.0,100.8,43.6,7.2,10.9,28.2,9.3,3.5,6.0,13.8,15.4
20.0,100.7,43.6,7.2,10.9,28.1,9.3,3.5,6.0,13.7,15.4
20.0,100.5,43.5,7.2,10.8,28.1,9.2,3.5,6.0,13.7,15.3
19.9,100.3,43.3,7.2,10.8,28.0,9.2,3.5,5.9,13.7,15.3
19.8,100.0,43.1,7.1,10.7,27.8,9.2,3.5,5.9,13.6,15.2
19.8,99.6,42.9,7.1,10.7,27.7,9.1,3.5,5.9,13.5,15.2
19.7,99.3,42.7,7.1,10.6,27.5,9.1,3.5,5.8,13.4,15.1
19.6,98.9,42.5,7.0,10.6,27.4,9.0,3.5,5.8,13.3,15.0
19.5,98.6,42.3,7.0,10.5,27.2,9.0,3.4,5.8,13.3,15.0
19.4,98.3,42.1,7.0,10.5,27.1,9.0,3.4,5.8,13.2,14.9
19.4,98.1,42.0,7.0,10.4,27.0,8.9,3.4,5.7,13.2,14.9
19.3,97.9,41.9,6.9,10.4,26.9,8.9,3.4,5.7,13.1,14.8
19.3,97.7,41.8,6.9,10.4,26.9,8.9,3.4,5.7,13.1,14.8
19.3,97.5,41.7,6.9,10.4,26.8,8.9,3.4,5.7,13.1,14.8
19.2,97.3,41.6,6.9,10.3,26.7,8.8,3.4,5.7,13.1,14.8
19.2,97.0,41.5,6.9,10.3,26.6,8.8,3.4,5.7,13.0,14.7
19.1,96.8,41.4,6.9,10.3,26.6,8.8,3.4,5.7,13.0,14.7
19.1,96.6,41.3,6.9,10.3,26.5,8.8,3.4,5.6,12.9,14.7
19.0,96.3,41.2,6.8,10.2,26.4,8.7,3.4,5.6,12.9,14.6
19.0,96.1,41.2,6.8,10.2,26.3,8.7,3.4,5.6,12.9,14.6
19.0,95.9,41.1,6.8,10.2,26.3,8.7,3.4,5.6,12.9,14.6
19.0,95.8,41.1,6.8,10.2,26.2,8.7,3.3,5.6,12.9,14.5
19.0,95.7,41.1,6.8,10.2,26.2,8.7,3.3,5.6,12.9,14.5
19.0,95.6,41.1,6.8,10.2,26.2,8.7,3.3,5.6,12.9,14.5
19.0,95.5,41.1,6.8,10.2,26.2,8.7,3.3,5.6,12.9,14.5
19.0,95.5,41.1,6.8,10.2,26.2,8.7,3.3,5.6,12.9,14.5
19.0,95.4,41.1,6.8,10.2,26.2,8.7,3.3,5.6,12.9,14.5
19.0,95.4,41.1,6.8,10.2,26.2,8.7,3.3,5.6,12.9,14.5
19.0,95.4,41.2,6.8,10.2,26.2,8.7,3.3,5.6,12.9,14.5
19.0,95.4,41.2,6.8,10.2,26.2,8.7,3.3,5.6,12.9,14.5
19.1,95.4,41.2,6.8,10.2,26.2,8.7,3.4,5.6,12.9,14.5
19.1,95.6,41.3,6.8,10.2,26.3,8.7,3.4,5.6,13.0,14.5
19.1,95.8,41.5,6.9,10.2,26.4,8.8,3.4,5.7,13.0,14.5
19.2,96.0,41.6,6.9,10.2,26.5,8.8,3.4,5.7,13.1,14.6
19.3,96.4,41.9,6.9,10.3,26.7,8.8,3.4,5.7,13.2,14.6
19.4,96.8,42.1,7.0,10.3,26.8,8.9,3.4,5.8,13.3,14.7
19.6,97.2,42.4,7.0,10.4,27.0,9.0,3.5,5.8,13.4,14.7
19.7,97.5,42.6,7.1,10.5,27.2,9.0,3.5,5.9,13.5,14.8
19.8,97.9,42.9,7.1,10.5,27.4,9.1,3.5,5.9,13.6,14.9
19.9,98.2,43.1,7.1,10.6,27.5,9.1,3.5,5.9,13.6,14.9
20.0,98.5,43.3,7.2,10.6,27.6,9.1,3.5,6.0,13.7,15.0
20.1,98.7,43.5,7.2,10.7,27.7,9.2,3.5,6.0,13.8,15.0
20.2,99.0,43.7,7.2,10.7,27.8,9.2,3.6,6.0,13.8,15.1
20.3,99.4,44.0,7.3,10.8,28.0,9.3,3.6,6.1,13.9,15.1
20.4,99.9,44.4,7.3,10.8,28.2,9.3,3.6,6.1,14.0,15.2
20.5,100.5,44.8,7.4,10.9,28.4,9.4,3.6,6.2,14.2,15.3
20.7,101.1,45.2,7.5,11.0,28.7,9.5,3.7,6.3,14.3,15.4
20.9,101.9,45.7,7.5,11.1,28.9,9.6,3.7,6.4,14.5,15.5
21.1,102.7,46.2,7.6,11.2,29.2,9.7,3.7,6.5,14.7,15.6
21.3,103.4,46.7,7.7,11.3,29.5,9.8,3.8,6.5,14.8,15.7
21.5,104.2,47.2,7.7,11.4,29.8,9.9,3.8,6.6,15.0,15.9
21.7,104.9,47.7,7.8,11.5,30.1,9.9,3.9,6.7,15.1,16.0
21.8,105.5,48.1,7.9,11.5,30.3,10.0,3.9,6.7,15.2,16.1
22.0,106.1,48.5,7.9,11.6,30.5,10.1,3.9,6.8,15.2,16.1
22.2,106.7,48.8,8.0,11.7,30.7,10.2,4.0,6.8,15.3,16.2
22.3,107.2,49.2,8.1,11.8,30.9,10.2,4.0,6.8,15.4,16.3
22.5,107.7,49.6,8.1,11.8,31.2,10.3,4.0,6.9,15.5,16.4
22.7,108.3,50.0,8.2,11.9,31.4,10.3,4.0,6.9,15.5,16.5
22.9,108.8,50.5,8.3,12.0,31.6,10.4,4.1,7.0,15.6,16.6
23.1,109.4,50.9,8.3,12.1,31.8,10.5,4.1,7.0,15.8,16.7
23.2,109.9,51.3,8.4,12.2,32.0,10.5,4.1,7.1,15.9,16.8
23.4,110.3,51.7,8.5,12.2,32.2,10.5,4.1,7.1,16.0,16.9
23.5,110.8,52.0,8.5,12.3,32.3,10.6,4.1,7.1,16.0,16.9
23.7,111.2,52.3,8.5,12.3,32.4,10.6,4.1,7.2,16.1,17.0
23.8,111.6,52.6,8.6,12.3,32.5,10.6,4.1,7.2,16.1,17.0
23.9,111.9,52.8,8.6,12.3,32.5,10.6,4.2,7.2,16.2,17.1
24.0,112.2,52.9,8.6,12.3,32.5,10.7,4.2,7.2,16.2,17.1
24.0,112.4,53.0,8.6,12.4,32.6,10.7,4.2,7.2,16.2,17.1
24.1,112.6,53.1,8.6,12.4,32.6,10.7,4.2,7.2,16.2,17.2
24.1,112.8,53.2,8.6,12.4,32.6,10.7,4.2,7.3,16.2,17.2
24.1,112.8,53.2,8.7,12.4,32.7,10.7,4.2,7.3,16.3,17.2
24.2,112.9,53.2,8.7,12.4,32.8,10.7,4.2,7.3,16.3,17.2
24.2,112.9,53.2,8.7,12.4,32.8,10.7,4.2,7.3,16.3,17.2
24.2,112.9,53.1,8.7,12.4,32.9,10.7,4.2,7.3,16.3,17.2
24.2,112.8,53.1,8.7,12.5,33.0,10.8,4.2,7.3,16.4,17.2
24.2,112.7,53.2,8.7,12.5,33.0,10.8,4.2,7.3,16.4,17.2
24.2,112.6,53.2,8.7,12.5,33.1,10.8,4.2,7.3,16.4,17.2
24.2,112.5,53.2,8.7,12.5,33.2,10.8,4.2,7.3,16.4,17.2
24.2,112.4,53.2,8.7,12.5,33.2,10.8,4.2,7.3,16.4,17.2
24.1,112.3,53.2,8.7,12.5,33.2,10.8,4.2,7.3,16.3,17.2
24.1,112.2,53.2,8.7,12.5,33.3,10.8,4.2,7.3,16.3,17.2
24.1,112.2,53.2,8.7,12.5,33.3,10.8,4.2,7.3,16.3,17.2
24.1,112.1,53.2,8.7,12.5,33.3,10.8,4.2,7.3,16.3,17.2
24.1,112.1,53.2,8.7,12.5,33.3,10.8,4.2,7.3,16.3,17.2
24.1,112.0,53.1,8.7,12.5,33.3,10.8,4.2,7.3,16.3,17.2
24.1,112.0,53.1,8.7,12.5,33.3,10.8,4.2,7.3,16.3,17.2
24.1,111.9,53.1,8.7,12.4,33.3,10.8,4.2,7.3,16.3,17.2
24.1,111.8,53.0,8.7,12.4,33.3,10.8,4.2,7.3,16.3,17.2
24.1,111.7,53.0,8.7,12.4,33.3,10.8,4.2,7.3,16.3,17.1
24.1,111.5,52.9,8.7,12.4,33.3,10.8,4.2,7.3,16.3,17.1
24.1,111.4,52.9,8.7,12.4,33.2,10.8,4.2,7.3,16.2,17.1
24.1,111.2,52.8,8.7,12.3,33.2,10.8,4.2,7.2,16.2,17.1
24.0,111.0,52.7,8.7,12.3,33.2,10.7,4.2,7.2,16.2,17.1
24.0,110.8,52.7,8.6,12.3,33.2,10.7,4.2,7.2,16.1,17.1
24.0,110.6,52.6,8.6,12.2,33.1,10.7,4.2,7.2,16.1,17.1
23.9,110.4,52.5,8.6,12.2,33.1,10.7,4.2,7.2,16.1,17.1
23.9,110.2,52.4,8.6,12.2,33.1,10.7,4.1,7.2,16.0,17.1
23.9,110.0,52.3,8.6,12.2,33.0,10.6,4.1,7.2,16.0,17.0
23.8,109.8,52.2,8.6,12.1,33.0,10.6,4.1,7.1,15.9,17.0
23.8,109.6,52.2,8.6,12.1,32.9,10.6,4.1,7.1,15.9,17.0
23.7,109.4,52.1,8.5,12.1,32.9,10.6,4.1,7.1,15.9,17.0
23.7,109.1,52.1,8.5,12.1,32.9,10.6,4.1,7.1,15.9,17.0
23.7,108.9,52.0,8.5,12.0,32.8,10.6,4.1,7.1,15.8,17.0
23.7,108.7,52.0,8.5,12.0,32.8,10.6,4.1,7.1,15.8,17.0
23.6,108.5,51.9,8.5,12.0,32.8,10.6,4.1,7.1,15.8,17.0
23.6,108.4,51.9,8.5,12.0,32.8,10.6,4.1,7.1,15.8,16.9
23.6,108.2,51.9,8.5,11.9,32.9,10.6,4.1,7.1,15.8,16.9
23.6,108.1,51.8,8.5,11.9,32.9,10.6,4.1,7.1,15.7,16.9
23.6,107.9,51.8,8.5,11.9,32.9,10.5,4.1,7.0,15.7,16.9
